Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status,Status_Dropout,Status_Enrolled,Status_Graduate
Single,Change of institution/course,First Choice,Management (evening attendance),Evening,Secondary education,134.0,Portuguese,Secondary Education,Secondary Education,Service Workers,Technicians,120.6,Yes,No,No,Yes,Male,No,27,No,2,6,6,6,12.333333333333334,0,0,5,5,5,13.0,0,11.1,0.6,2.02,0,False,False,True
Single,Over 23 years old,First Choice,Tourism,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,126.5,No,No,No,Yes,Male,No,26,No,0,6,7,6,12.428571428571429,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,127.0,Portuguese,Secondary Education,Basic Education,Technicians,Technicians,120.2,Yes,No,No,Yes,Female,Yes,19,No,0,7,7,7,12.765714285714289,0,0,8,9,8,13.544444444444444,0,12.4,0.5,1.79,0,False,False,True
Married,Change of institution/course,First Choice,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Service Workers,Service Workers,120.0,No,No,No,Yes,Male,No,44,No,0,7,11,5,12.1,0,0,7,10,5,12.6,0,11.1,0.6,2.02,1,True,False,False
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,142.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,137.5,Yes,No,No,Yes,Male,No,19,No,0,5,10,5,12.0,0,0,5,9,5,11.5,0,13.9,-0.3,0.79,0,False,False,True
Single,3rd phase - general contingent,First Choice,Communication Design,Daytime,Secondary education,117.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Skilled Workers,127.9,Yes,No,No,Yes,Male,No,20,No,0,6,6,0,0.0,0,0,6,6,0,0.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,Over 23 years old,First Choice,Agronomy,Daytime,Basic education,133.1,Portuguese,Basic Education,Basic Education,Managers,Managers,140.0,No,No,Yes,Yes,Male,No,24,No,0,6,10,6,14.88888888888889,0,0,6,11,6,13.727272727272728,0,16.2,0.3,-0.92,2,False,True,False
Divorced,Change of course,First Choice,Management (evening attendance),Evening,Secondary education,164.0,Portuguese,Basic Education,Basic Education,Agricultural Workers,Agricultural Workers,131.8,No,No,No,Yes,Female,No,31,No,7,14,19,13,11.357142857142858,0,9,14,14,13,12.0,1,9.4,-0.8,-3.12,0,False,False,True
Single,Change of course,First Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,129.0,Yes,No,No,Yes,Female,No,25,No,0,6,6,6,13.5,0,0,6,6,6,12.5,0,9.4,-0.8,-3.12,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,127.0,Portuguese,Higher Education,Basic Education,Unskilled Workers,Unskilled Workers,115.8,Yes,No,Yes,No,Female,No,19,No,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1,True,False,False
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,140.0,Portuguese,Higher Education,Higher Education,Technicians,Technicians,126.4,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,13.884285714285712,0,0,8,9,8,14.75,0,11.1,0.6,2.02,1,True,False,False
Single,Change of course,First Choice,Veterinary Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Unskilled Workers,130.0,Yes,No,No,No,Female,No,19,No,0,6,12,5,13.0,0,0,6,12,3,11.666666666666666,0,13.9,-0.3,0.79,2,False,True,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,122.0,Portuguese,Higher Education,Secondary Education,Administrative Staff,Technicians,114.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,11,4,12.65,0,0,7,9,5,11.1,0,12.4,0.5,1.79,2,False,True,False
Single,2nd phase - general contingent,First Choice,Management,Daytime,Secondary education,162.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Service Workers,138.6,Yes,No,No,Yes,Female,No,19,No,0,5,10,1,11.0,0,0,5,13,0,0.0,0,12.7,3.7,-1.7,2,False,True,False
Single,Over 23 years old,First Choice,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,112.9,No,No,No,Yes,Female,No,24,No,0,6,12,2,11.666666666666666,0,0,6,20,2,10.5,6,16.2,0.3,-0.92,1,True,False,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,120.0,Portuguese,Higher Education,Higher Education,Technicians,Technicians,111.6,No,No,No,Yes,Female,No,20,No,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,0,False,False,True
Single,2nd phase - general contingent,First Choice,Tourism,Daytime,Secondary education,160.0,Portuguese,Basic Education,Basic Education,Service Workers,Technicians,152.0,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.714285714285714,0,0,6,7,6,14.166666666666666,0,12.7,3.7,-1.7,0,False,False,True
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,141.0,Portuguese,Basic Education,Secondary Education,Service Workers,Skilled Workers,132.6,No,No,No,Yes,Female,Yes,18,No,0,6,7,6,13.285714285714286,0,0,6,6,6,14.333333333333334,0,12.4,0.5,1.79,0,False,False,True
Single,2nd phase - general contingent,First Choice,Veterinary Nursing,Daytime,Secondary education,125.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Unskilled Workers,118.4,Yes,No,No,Yes,Female,No,21,No,0,5,13,3,11.333333333333334,2,0,5,12,2,10.5,1,9.4,-0.8,-3.12,2,False,True,False
Single,Holders of other higher courses,First Choice,Nursing,Daytime,Higher education,120.0,Portuguese,Basic Education,Basic Education,Administrative Staff,Service Workers,120.0,No,No,Yes,No,Female,No,28,No,0,7,7,0,0.0,7,0,7,7,0,0.0,7,13.9,-0.3,0.79,1,True,False,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,128.0,Portuguese,Basic Education,Basic Education,Service Workers,Agricultural Workers,122.1,No,No,No,Yes,Female,Yes,18,No,0,5,11,4,11.571428571428571,0,0,5,9,5,12.0,0,13.9,-0.3,0.79,2,False,True,False
Single,1st phase - general contingent,First Choice,Basic Education,Daytime,Secondary education,162.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,142.8,No,No,Yes,Yes,Female,No,18,No,0,6,10,5,13.0,0,0,6,10,4,11.5,0,12.7,3.7,-1.7,1,True,False,False
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,124.8,No,No,No,Yes,Female,Yes,18,No,0,6,9,6,11.5,0,0,6,11,5,14.0,0,11.1,0.6,2.02,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Management,Daytime,Secondary education,134.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,126.3,Yes,No,No,Yes,Female,Yes,18,No,0,5,8,5,11.8,0,0,5,10,5,11.6,3,16.2,0.3,-0.92,0,False,False,True
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,119.0,Yes,No,No,No,Female,Yes,19,No,0,5,7,3,10.666666666666666,0,0,5,10,3,12.285714285714286,0,10.8,1.4,1.74,1,True,False,False
Single,2nd phase - general contingent,First Choice,Nursing,Daytime,Secondary education,137.0,Portuguese,Basic Education,Basic Education,Technicians,Unskilled Workers,124.9,No,No,No,Yes,Female,Yes,19,No,0,7,11,6,13.8875,0,0,8,9,8,14.864444444444445,0,15.5,2.8,-4.06,0,False,False,True
Single,1st phase - general contingent,First Choice,Social Service,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Service Workers,Unskilled Workers,118.0,No,No,Yes,Yes,Female,Yes,20,No,0,6,7,5,11.4,0,0,6,9,6,11.5,0,8.9,1.4,3.51,0,False,False,True
Married,Change of course,First Choice,Social Service (evening attendance),Evening,Secondary education,110.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Technicians,100.0,No,No,No,Yes,Female,No,34,No,9,11,17,9,12.333333333333334,0,3,7,12,7,12.142857142857142,0,9.4,-0.8,-3.12,0,False,False,True
Married,Over 23 years old,First Choice,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,109.0,Yes,No,No,Yes,Female,No,39,No,0,7,8,5,12.16,0,0,7,8,5,12.16,0,7.6,2.6,0.32,2,False,True,False
Single,2nd phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,133.0,Portuguese,Higher Education,Basic Education,Professionals,Service Workers,130.8,Yes,No,No,Yes,Female,No,19,No,0,8,8,8,13.427499999999998,0,0,8,8,8,13.427499999999998,0,9.4,-0.8,-3.12,0,False,False,True
Single,Over 23 years old,First Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Administrative Staff,110.0,Yes,No,No,Yes,Female,No,24,No,0,6,6,6,15.166666666666666,0,0,6,6,2,15.5,0,15.5,2.8,-4.06,0,False,False,True
Single,Ordinance No. 854-B/99,First Choice,Journalism and Communication,Daytime,Secondary education,151.0,Cape Verdean,Basic Education,Basic Education,Student,Service Workers,151.0,Yes,No,No,Yes,Female,No,18,Yes,0,6,12,0,0.0,1,0,6,0,0,0.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,2nd phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,125.0,Portuguese,Basic Education,Basic Education,Technicians,Armed Forces,131.0,Yes,No,No,Yes,Male,No,19,No,0,5,11,2,10.5,2,0,5,9,0,0.0,3,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,158.0,Portuguese,Secondary Education,Basic Education,Technicians,Agricultural Workers,155.2,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,11.8,0,0,5,8,3,11.0,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,Second Choice,Management,Daytime,Secondary education,128.0,Portuguese,Higher Education,Secondary Education,Technicians,Technicians,121.0,Yes,Yes,Yes,Yes,Male,No,20,No,0,5,6,5,13.2,0,0,5,10,5,11.4,3,16.2,0.3,-0.92,2,False,True,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,133.0,Portuguese,Secondary Education,Secondary Education,Unskilled Workers,Unskilled Workers,119.7,Yes,Yes,Yes,Yes,Male,No,19,No,2,7,8,7,13.075,0,1,8,11,8,12.36111111111111,0,12.4,0.5,1.79,0,False,False,True
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,138.0,Portuguese,Higher Education,Basic Education,Professionals,Administrative Staff,131.0,Yes,No,No,Yes,Male,No,19,No,0,6,8,4,11.6,0,0,6,14,2,13.0,0,11.1,0.6,2.02,1,True,False,False
Single,2nd phase - general contingent,First Choice,Agronomy,Daytime,Secondary education,126.0,Portuguese,Basic Education,Higher Education,Service Workers,Professionals,116.9,No,No,No,Yes,Male,No,19,No,0,6,10,6,13.666666666666666,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,1,True,False,False
Married,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Other,Basic Education,Unskilled Workers,Armed Forces,130.0,Yes,No,No,Yes,Male,No,41,No,0,5,9,4,10.75,0,0,5,7,2,10.0,0,9.4,-0.8,-3.12,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,143.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,137.8,No,No,No,Yes,Male,No,19,No,0,7,10,6,13.492857142857144,0,0,8,9,8,12.68888888888889,0,12.4,0.5,1.79,0,False,False,True
Single,Change of course,Second Choice,Tourism,Daytime,Secondary education,135.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,122.1,No,No,No,Yes,Male,No,19,No,0,6,14,3,12.5,0,0,6,9,4,11.0,0,12.7,3.7,-1.7,2,False,True,False
Single,Holders of other higher courses,First Choice,Nursing,Daytime,Higher education,120.0,Portuguese,Secondary Education,Secondary Education,Skilled Workers,Armed Forces,120.0,Yes,No,No,No,Male,No,23,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,1,True,False,False
Single,1st phase - general contingent,First Choice,Informatics Engineering,Daytime,Secondary education,148.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Skilled Workers,133.0,No,No,No,Yes,Male,No,18,No,0,5,12,5,13.285714285714286,0,0,5,16,5,14.8,0,12.4,0.5,1.79,1,True,False,False
Single,1st phase - general contingent,First Choice,Management,Daytime,Secondary education,126.0,Portuguese,Higher Education,Basic Education,Technicians,Technicians,115.2,No,No,No,Yes,Male,No,19,No,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,0,False,False,True
Single,Technological specialization diploma holders,First Choice,Agronomy,Daytime,Technological specialization,160.0,Portuguese,Higher Education,Higher Education,Professionals,Armed Forces,160.0,Yes,No,No,Yes,Male,No,20,No,0,6,7,6,14.0,0,0,6,7,6,14.666666666666666,0,12.4,0.5,1.79,0,False,False,True
Single,Over 23 years old,First Choice,Veterinary Nursing,Daytime,Secondary education,140.0,Portuguese,Basic Education,Basic Education,Other,Other,106.3,No,No,Yes,No,Male,No,35,No,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,1,True,False,False
Divorced,Over 23 years old,Second Choice,Advertising and Marketing Management,Daytime,Basic education,133.1,Portuguese,Basic Education,Secondary Education,Other,Other,103.0,No,No,No,No,Male,No,34,No,0,6,6,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,1st phase - general contingent,First Choice,Communication Design,Daytime,Secondary education,136.0,Portuguese,Higher Education,Higher Education,Unskilled Workers,Unskilled Workers,136.0,Yes,No,Yes,No,Female,Yes,19,No,0,6,6,6,11.833333333333334,0,0,6,8,6,12.875,0,10.8,1.4,1.74,0,False,False,True
Single,International student (bachelor),First Choice,Social Service,Daytime,Secondary education,150.0,Santomean,Basic Education,Secondary Education,Unskilled Workers,Unskilled Workers,146.5,Yes,No,Yes,No,Male,No,22,Yes,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,0,False,False,True
Single,2nd phase - general contingent,Second Choice,Communication Design,Daytime,Secondary education,130.0,Portuguese,Secondary Education,Higher Education,Administrative Staff,Professionals,131.4,No,No,No,Yes,Male,No,20,No,0,6,6,6,14.166666666666666,0,0,6,8,6,12.333333333333334,0,11.1,0.6,2.02,0,False,False,True
Married,Transfer,First Choice,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Higher Education,Higher Education,Professionals,Professionals,130.0,No,No,No,Yes,Male,No,27,No,2,2,2,2,12.5,0,0,5,6,2,12.5,0,12.7,3.7,-1.7,2,False,True,False
Married,Over 23 years old,First Choice,Informatics Engineering,Daytime,Secondary education,110.0,Portuguese,Basic Education,Basic Education,Student,Service Workers,137.0,No,No,Yes,Yes,Male,No,30,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,Over 23 years old,First Choice,Informatics Engineering,Daytime,Secondary education,110.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,125.9,No,No,No,Yes,Male,No,34,No,0,5,7,0,0.0,0,0,5,8,1,11.0,0,10.8,1.4,1.74,2,False,True,False
Single,1st phase - general contingent,First Choice,Tourism,Daytime,Secondary education,121.0,Portuguese,Secondary Education,Secondary Education,Service Workers,Administrative Staff,111.9,Yes,No,No,No,Male,No,20,No,0,6,14,2,10.5,0,0,6,16,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,2nd phase - general contingent,First Choice,Communication Design,Daytime,Secondary education,127.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Service Workers,131.2,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,11.833333333333334,0,0,6,6,6,13.166666666666666,0,7.6,2.6,0.32,0,False,False,True
Single,1st phase - general contingent,First Choice,Equinculture,Daytime,Secondary education,140.0,Portuguese,Secondary Education,Basic Education,Administrative Staff,Administrative Staff,131.2,No,No,No,Yes,Male,Yes,26,No,0,5,9,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,130.0,Portuguese,Secondary Education,Secondary Education,Technicians,Skilled Workers,140.0,No,No,No,Yes,Male,No,26,No,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,0,False,False,True
Single,Over 23 years old,Second Choice,Management,Daytime,Secondary education,130.0,Portuguese,Basic Education,Basic Education,Service Workers,Unskilled Workers,121.5,No,No,No,No,Male,No,26,No,0,5,5,2,10.5,0,0,5,9,0,0.0,0,10.8,1.4,1.74,1,True,False,False
Single,Over 23 years old,First Choice,Management (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Agricultural Workers,153.5,No,No,Yes,No,Male,No,31,No,0,5,9,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,1,True,False,False
Single,1st phase - general contingent,Second Choice,Animation and Multimedia Design,Daytime,Secondary education,139.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Machine Operators,142.2,Yes,No,No,Yes,Male,Yes,20,No,6,12,12,12,14.583333333333334,0,4,11,14,11,14.333333333333334,0,8.9,1.4,3.51,0,False,False,True
Single,1st phase - general contingent,First Choice,Journalism and Communication,Daytime,Secondary education,150.0,Portuguese,Basic Education,Basic Education,Student,Student,131.1,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,11.666666666666666,0,0,6,10,3,12.666666666666666,0,7.6,2.6,0.32,0,False,False,True
Single,2nd phase - general contingent,First Choice,Advertising and Marketing Management,Daytime,Secondary education,133.1,Portuguese,Other,Higher Education,Skilled Workers,Professionals,130.6,Yes,No,Yes,No,Male,No,23,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,1st phase - general contingent,Second Choice,Nursing,Daytime,Secondary education,119.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Administrative Staff,115.0,Yes,No,No,Yes,Male,Yes,20,No,0,7,14,1,13.0,0,0,7,15,0,0.0,0,11.1,0.6,2.02,1,True,False,False
Single,Change of institution/course,First Choice,Nursing,Daytime,Secondary education,170.0,Portuguese,Secondary Education,Secondary Education,Administrative Staff,Armed Forces,125.0,No,No,No,Yes,Male,No,20,No,0,7,7,7,15.66,0,7,10,11,9,15.011111111111113,0,11.1,0.6,2.02,0,False,False,True
Single,Over 23 years old,First Choice,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Other,Other,Student,Student,97.5,Yes,No,No,Yes,Male,No,29,No,0,6,10,0,0.0,1,0,5,10,0,0.0,0,7.6,2.6,0.32,1,True,False,False
Single,1st phase - general contingent,Second Choice,Journalism and Communication,Daytime,Secondary education,133.0,Portuguese,Basic Education,Basic Education,Skilled Workers,Skilled Workers,134.4,Yes,No,No,Yes,Male,Yes,20,No,0,6,6,6,12.166666666666666,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,0,False,False,True
Single,1st phase - general contingent,First Choice,Nursing,Daytime,Secondary education,125.0,Portuguese,Basic Education,Basic Education,Unskilled Workers,Unskilled Workers,118.8,No,No,No,Yes,Male,No,24,No,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,0,False,False,True
